R1B2_1,,,R1B2_2,,,R1B2_3,,,R1R2_1,,,R1R2_2,,,R1R2_3,,
Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse,Temps,Force,Course_Traverse
sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm,sec,N,mm
,,,,,,7.9,312.7924,0.658225,,,,,,,7.9,303.6436,0.658225
,,,,,,7.91,312.8528,0.6590625,,,,,,,7.91,303.7389,0.65905
,,,,,,7.92,312.9387,0.6599,,,,,,,7.92,303.8247,0.6598875
,,,,,,7.93,313.0277,0.660725,,,,,,,7.93,303.9042,0.660725
,,,,,,7.94,313.1358,0.66155,,,,,,,7.94,304.0027,0.661575
,,,,,,7.95,313.247,0.6623875,,,,,,,7.95,304.0981,0.6624
,,,,,,7.96,313.3456,0.663225,,,,,,,7.96,304.184,0.6632375
,,,,,,7.97,313.4219,0.6640625,,,,,,,7.97,304.2698,0.664075
,,,,,,7.98,313.4823,0.6649,,,,,,,7.98,304.3715,0.6648875
,,,,,,7.99,313.549,0.6657375,,,,,,,7.99,304.4764,0.6657125
,,,,,,8,313.6349,0.6665875,,,,,,,8,304.5623,0.6665375
,,,,,,8.01,313.7366,0.6674125,,,,,,,8.01,304.6481,0.6673625
,,,,,,8.02,313.8479,0.66825,,,,,,,8.02,304.7339,0.6682125
,,,,,,8.03,313.9591,0.669075,,,,,,,8.03,304.8102,0.66905
,,,,,,8.04,314.0609,0.6699,,,,,,,8.04,304.8897,0.6699
,,,,,,8.05,314.1594,0.6707125,,,,,,,8.05,304.9819,0.67075
,,,,,,8.06,314.2516,0.6715375,,,,,,,8.06,305.0677,0.6715875
,,,,,,8.07,314.347,0.6723625,,,,,,,8.07,305.1535,0.6724125
,,,,,,8.08,314.4423,0.6732125,,,,,,,8.08,305.233,0.673225
,,,,,,8.09,314.5154,0.6740625,,,,,,,8.09,305.3093,0.67405
,,,,,,8.1,314.5758,0.6749,,,,,,,8.1,305.3919,0.6749
,,,,,,8.11,314.649,0.6757375,,,,,,,8.11,305.4619,0.675725
,,,,,,8.12,314.7348,0.6765625,,,,,,,8.12,305.5159,0.6765625
,,,,,,8.13,314.827,0.6773875,,,,,,,8.13,305.5573,0.6774
,,,,,,8.14,314.9192,0.6782125,,,,,,,8.14,305.6017,0.6782375
,,,,,,8.15,315.0399,0.67905,,,,,,,8.15,305.659,0.6790625
,,,,,,8.16,315.1671,0.6799,,,,,,,8.16,305.7385,0.6799
,,,,,,8.17,315.2816,0.680725,,,,,,,8.17,305.8306,0.680725
,,,,,,8.18,315.3769,0.6815625,,,,,,,8.18,305.9101,0.68155
,,,,,,8.19,315.4532,0.6824,,,,,,,8.19,305.9832,0.682375
,,,,,,8.2,315.5041,0.6832375,,,,,,,8.2,306.0532,0.6831875
,,,,,,8.21,315.5549,0.684075,,,,,,,8.21,306.1326,0.684025
,,,,,,8.22,315.6217,0.6849125,,,,,,,8.22,306.2089,0.68485
,,,,,,8.23,315.7075,0.6857375,,,,,,,8.23,306.2884,0.6856875
,,,,,,8.24,315.7965,0.6865625,,,,,,,8.24,306.387,0.686525
,,,,,,8.25,315.8919,0.6873875,,,,,,,8.25,306.4728,0.687375
,,,,,,8.26,315.9841,0.6882125,,,,,,,8.26,306.5268,0.6882125
,,,,,,8.27,316.054,0.68905,,,,,,,8.27,306.5681,0.68905
,,,,,,8.28,316.1144,0.6899,,,,,,,8.28,306.6349,0.6898875
,,,,,,8.29,316.1716,0.69075,,,,,,,8.29,306.7335,0.6907125
,,,,,,8.3,316.2416,0.6915875,,,,,,,8.3,306.8447,0.6915625
,,,,,,8.31,316.3083,0.692425,,,,,,,8.31,306.9369,0.6923875
,,,,,,8.32,316.3878,0.69325,,,,,,,8.32,306.9909,0.693225
,,,,,,8.33,316.48,0.6940875,,,,,,,8.33,307.0386,0.6940625
,,,,,,8.34,316.569,0.6949,,,,,,,8.34,307.0895,0.6949125
,,,,,,8.35,316.6612,0.6957375,,,,,,,8.35,307.1499,0.69575
,,,,,,8.36,316.7629,0.696575,,,,,,,8.36,307.2357,0.6965875
,,,,,,8.37,316.8583,0.6974,,,,,,,8.37,307.3343,0.6974125
,,,,,,8.38,316.9187,0.6982375,,,,,,,8.38,307.436,0.698225
,,,,,,8.39,316.9727,0.6990625,,,,,,,8.39,307.5027,0.69905
,,,,,,8.4,317.049,0.6999,,,,,,,8.4,307.5568,0.699875
,,,,,,8.41,317.1444,0.7007375,,,,,,,8.41,307.6331,0.7007
,,,,,,8.42,317.243,0.7015625,,,,,,,8.42,307.7157,0.701525
,,,,,,8.43,317.3224,0.7023875,,,,,,,8.43,307.7857,0.7023625
,,,,,,8.44,317.4051,0.7032125,,,,,,,8.44,307.827,0.703225
,,,,,,8.45,317.4782,0.7040375,,,,,,,8.45,307.862,0.7040625
,,,,,,8.46,317.5386,0.7048625,,,,,,,8.46,307.9128,0.7049
,,,,,,8.47,317.5958,0.7057,,,,,,,8.47,307.9923,0.705725
,,,,,,8.48,317.6657,0.7065375,,,,,,,8.48,308.0845,0.70655
,,,,,,8.49,317.742,0.7073875,,,,,,,8.49,308.1703,0.707375
,,,,,,8.5,317.8374,0.7082375,,,,,,,8.5,308.2562,0.7082125
,,,,,,8.51,317.955,0.7090875,,,,,,,8.51,308.342,0.7090625
,,,,,,8.52,318.0695,0.7099125,,,,,,,8.52,308.4214,0.7099
,,,,,,8.53,318.1553,0.7107375,,,,,,,8.53,308.4914,0.71075
,,,,,,8.54,318.2157,0.7115625,,,,,,,8.54,308.5581,0.7115875
,,,,,,8.55,318.2761,0.7124,,,,,,,8.55,308.6249,0.712425
,,,,,,8.56,318.3492,0.7132375,,,,,,,8.56,308.6853,0.7132625
,,,,,,8.57,318.4033,0.7140625,,,,,,,8.57,308.7457,0.7140875
,,,,,,8.58,318.4478,0.7149125,,,,,,,8.58,308.8156,0.7149125
,,,,,,8.59,318.4954,0.71575,,,,,,,8.59,308.8919,0.7157375
,,,,,,8.6,318.5558,0.7165875,,,,,,,8.6,308.9428,0.7165625
,,,,,,8.61,318.6417,0.7174125,,,,,,,8.61,308.9682,0.7173875
,,,,,,8.62,318.7434,0.71825,,,,,,,8.62,308.9778,0.718225
,,,,,,8.63,318.8483,0.7190625,,,,,,,8.63,309.0191,0.7190625
,,,,,,8.64,318.9278,0.7198875,,,,,,,8.64,309.1081,0.7199125
,,,,,,8.65,318.9786,0.7207125,,,,,,,8.65,309.2098,0.72075
,,,,,,8.66,319.0295,0.721525,,,,,,,8.66,309.2861,0.7215875
,,,,,,8.67,319.0899,0.7223625,,,,,,,8.67,309.3465,0.7224125
,,,,,,8.68,319.1566,0.7232,,,,,,,8.68,309.4387,0.7232375
,,,,,,8.69,319.217,0.7240375,,,,,,,8.69,309.5436,0.72405
,,,,,,8.7,319.2743,0.7248875,,,,,,,8.7,309.6231,0.7249
,,,,,,8.71,319.3347,0.725725,,,,,,,8.71,309.6581,0.725725
,,,,,,8.72,319.4141,0.7265625,,,,,,,8.72,309.6898,0.72655
,,,,,,8.73,319.5095,0.7273875,,,,,,,8.73,309.7502,0.7273875
,,,,,,8.74,319.6049,0.7282125,,,,,,,8.74,309.8297,0.7282125
,,,,,,8.75,319.6907,0.7290625,,,,,,,8.75,309.9155,0.72905
,,,,,,8.76,319.7638,0.7299,,,,,,,8.76,309.9918,0.7298875
,,,,,,8.77,319.8337,0.7307375,,,,,,,8.77,310.0395,0.730725
,,,,,,8.78,319.9037,0.731575,,,,,,,8.78,310.0745,0.73155
,,,,,,8.79,319.9736,0.7324125,,,,,,,8.79,310.1285,0.732375
,,,,,,8.8,320.0309,0.73325,,,,,,,8.8,310.2048,0.7332
,,,,,,8.81,320.0817,0.7340875,,,,,,,8.81,310.2652,0.734025
,,,,,,8.82,320.1453,0.7349125,,,,,,,8.82,310.2906,0.7348625
,,,,,,8.83,320.2279,0.73575,,,,,,,8.83,310.3256,0.7357125
,,,,,,8.84,320.317,0.7365625,,,,,,,8.84,310.386,0.7365625
,,,,,,8.85,320.4028,0.7373875,,,,,,,8.85,310.4591,0.7374125
,,,,,,8.86,320.4791,0.7382125,,,,,,,8.86,310.5291,0.7382375
,,,,,,8.87,320.5363,0.7390375,,,,,,,8.87,310.5831,0.7390625
,,,,,,8.88,320.5776,0.739875,,,,,,,8.88,310.634,0.7399
,,,,,,8.89,320.6317,0.740725,,,,,,,8.89,310.6848,0.7407125
,,,,,,8.9,320.7175,0.7415625,,,,,,,8.9,310.7357,0.74155
,,,,,,8.91,320.8129,0.7424125,,,,,,,8.91,310.8056,0.7423875
,,,,,,8.92,320.9082,0.7432375,,,,,,,8.92,310.8819,0.743225
,,,,,,8.93,320.994,0.7440625,,,,,,,8.93,310.9519,0.7440625
,,,,,,8.94,321.0608,0.744875,,,,,,,8.94,311.0091,0.7449
,,,,,,8.95,321.1021,0.745725,,,,,,,8.95,311.0727,0.7457375
,,,,,,8.96,321.1371,0.74655,,,,,,,8.96,311.1299,0.746575
,,,,,,8.97,321.1912,0.7473875,,,,,,,8.97,311.1712,0.7474
,,,,,,8.98,321.2643,0.748225,,,,,,,8.98,311.1998,0.748225
,,,,,,8.99,321.3342,0.749075,,,,,,,8.99,311.2507,0.74905
,,,,,,9,321.3851,0.7499125,,,,,,,9,311.3365,0.749875
,,,,,,9.01,321.42,0.7507375,,,,,,,9.01,311.4414,0.7506875
,,,,,,9.02,321.4391,0.751575,,,,,,,9.02,311.5336,0.751525
,,,,,,9.03,321.4804,0.7524,,,,,,,9.03,311.6035,0.752375
,,,,,,9.04,321.5504,0.7532125,,,,,,,9.04,311.6449,0.753225
,,,,,,9.05,321.6266,0.75405,,,,,,,9.05,311.6544,0.7540625
,,,,,,9.06,321.6839,0.754875,,,,,,,9.06,311.6703,0.7549
,,,,,,9.07,321.7284,0.7557,,,,,,,9.07,311.7116,0.7557375
,,,,,,9.08,321.7729,0.75655,,,,,,,9.08,311.7816,0.7565625
,,,,,,9.09,321.8301,0.7573875,,,,,,,9.09,311.861,0.7573875
,,,,,,9.1,321.9096,0.758225,,,,,,,9.1,311.9564,0.7582375
,,,,,,9.11,322.0113,0.759075,,,,,,,9.11,312.0581,0.7590625
,,,,,,9.12,322.1067,0.7599,,,,,,,9.12,312.144,0.7599
,,,,,,9.13,322.1862,0.760725,,,,,,,9.13,312.1948,0.7607375
,,,,,,9.14,322.2529,0.7615375,,,,,,,9.14,312.2171,0.761575
,,,,,,9.15,322.3101,0.7623875,,,,,,,9.15,312.2298,0.7624125
,,,,,,9.16,322.3483,0.763225,,,,,,,9.16,312.2552,0.7632375
,,,,,,9.17,322.3801,0.76405,,,,,,,9.17,312.3029,0.764075
,,,,,,9.18,322.4087,0.7648875,,,,,,,9.18,312.3728,0.7648875
,,,,,,9.19,322.4595,0.765725,,,,,,,9.19,312.4619,0.7657125
,,,,,,9.2,322.5295,0.7665625,,,,,,,9.2,312.5636,0.7665375
,,,,,,9.21,322.6026,0.7674,,,,,,,9.21,312.6462,0.7673625
,,,,,,9.22,322.6566,0.768225,,,,,,,9.22,312.6748,0.7681875
,,,,,,9.23,322.7139,0.76905,,,,,,,9.23,312.6812,0.7690375
,,,,,,9.24,322.8029,0.7698875,,,,,,,9.24,312.7066,0.769875
,,,,,,9.25,322.9205,0.7707125,,,,,,,9.25,312.7607,0.770725
,,,,,,9.26,323.0158,0.7715375,,,,,,,9.26,312.8179,0.7715625
,,,,,,9.27,323.0762,0.7723625,,,,,,,9.27,312.8687,0.7723875
,,,,,,9.28,323.1017,0.7732125,,,,,,,9.28,312.9228,0.773225
,,,,,,9.29,323.1176,0.7740625,,,,,,,9.29,313.0023,0.77405
,,,,,,9.3,323.143,0.7749,,,,,,,9.3,313.0754,0.7748875
,,,,,,9.31,323.1875,0.7757375,,,,,,,9.31,313.1135,0.775725
,,,,,,9.32,323.2479,0.776575,,,,,,,9.32,313.1358,0.7765625
,,,,,,9.33,323.3147,0.7774125,,,,,,,9.33,313.1739,0.7774
,,,,,,9.34,323.3782,0.778225,,,,,,,9.34,313.247,0.7782375
,,,,,,9.35,323.4418,0.7790625,,,,,,,9.35,313.3265,0.779075
,,,,,,9.36,323.4863,0.7799,,,,,,,9.36,313.3869,0.7799125
,,,,,,9.37,323.5372,0.7807375,,,,,,,9.37,313.4219,0.7807375
,,,,,,9.38,323.6071,0.781575,,,,,,,9.38,313.4632,0.7815625
,,,,,,9.39,323.7025,0.7824125,,,,,,,9.39,313.5045,0.7823875
,,,,,,9.4,323.7947,0.78325,,,,,,,9.4,313.5395,0.7832
,,,,,,9.41,323.8646,0.7840875,,,,,,,9.41,313.584,0.784025
,,,,,,9.42,323.9155,0.784925,,,,,,,9.42,313.6444,0.78485
,,,,,,9.43,323.9759,0.78575,,,,,,,9.43,313.7112,0.7857
,,,,,,9.44,324.0426,0.7865625,,,,,,,9.44,313.7652,0.78655
,,,,,,9.45,324.103,0.7873875,,,,,,,9.45,313.8129,0.7873875
,,,,,,9.46,324.1539,0.7882125,,,,,,,9.46,313.8479,0.7882375
,,,,,,9.47,324.2016,0.78905,,,,,,,9.47,313.8828,0.7890625
,,,,,,9.48,324.2588,0.7899,,,,,,,9.48,313.9337,0.7898875
,,,,,,9.49,324.3033,0.79075,,,,,,,9.49,314.01,0.7907125
,,,,,,9.5,324.351,0.7915875,,,,,,,9.5,314.099,0.79155
,,,,,,9.51,324.405,0.792425,,,,,,,9.51,314.1848,0.7923875
,,,,,,9.52,324.4718,0.7932625,,,,,,,9.52,314.2357,0.793225
,,,,,,9.53,324.5417,0.7940875,,,,,,,9.53,314.2611,0.794075
,,,,,,9.54,324.618,0.7949,,,,,,,9.54,314.2961,0.7949125
,,,,,,9.55,324.6943,0.7957375,,,,,,,9.55,314.3565,0.79575
,,,,,,9.56,324.7388,0.7965625,,,,,,,9.56,314.4137,0.796575
,,,,,,9.57,324.7547,0.7974,,,,,,,9.57,314.4487,0.7974125
,,,,,,9.58,324.7802,0.7982375,,,,,,,9.58,314.4773,0.7982375
,,,,,,9.59,324.8405,0.799075,,,,,,,9.59,314.5409,0.79905
,,,,,,9.6,324.9168,0.7999,,,,,,,9.6,314.6203,0.7998875
,,,,,,9.61,324.9645,0.8007375,,,,,,,9.61,314.6871,0.8007
,,,,,,9.62,325.0059,0.8015625,,,,,,,9.62,314.7125,0.8015375
,,,,,,9.63,325.0631,0.802375,,,,,,,9.63,314.7125,0.8023875
,,,,,,9.64,325.1235,0.8032,,,,,,,9.64,314.7316,0.803225
,,,,,,9.65,325.1775,0.804025,,,,,,,9.65,314.7761,0.8040625
,,,,,,9.66,325.2188,0.8048625,,,,,,,9.66,314.8429,0.8049
,,,,,,9.67,325.2633,0.8056875,,,,,,,9.67,314.9128,0.805725
,,,,,,9.68,325.3206,0.8065375,,,,,,,9.68,314.9955,0.80655
,,,,,,9.69,325.3842,0.807375,,,,,,,9.69,315.0749,0.807375
,,,,,,9.7,325.435,0.808225,,,,,,,9.7,315.1449,0.808225
,,,,,,9.71,325.47,0.8090625,,,,,,,9.71,315.2021,0.8090625
,,,,,,9.72,325.5049,0.8098875,,,,,,,9.72,315.2402,0.8098875
,,,,,,9.73,325.5685,0.810725,,,,,,,9.73,315.2657,0.810725
,,,,,,9.74,325.648,0.81155,,,,,,,9.74,315.3006,0.811575
,,,,,,9.75,325.7338,0.8124,,,,,,,9.75,315.3578,0.8124
,,,,,,9.76,325.8038,0.8132375,,,,,,,9.76,315.4119,0.8132375
,,,,,,9.77,325.8546,0.8140625,,,,,,,9.77,315.4532,0.8140875
,,,,,,9.78,325.8864,0.8149125,,,,,,,9.78,315.4977,0.8149
,,,,,,9.79,325.9214,0.81575,,,,,,,9.79,315.574,0.815725
,,,,,,9.8,325.9754,0.8165875,,,,,,,9.8,315.6694,0.81655
,,,,,,9.81,326.0168,0.817425,,,,,,,9.81,315.752,0.817375
,,,,,,9.82,326.0517,0.81825,,,,,,,9.82,315.7965,0.8182124
,,,,,,9.83,326.1121,0.819075,,,,,,,9.83,315.8061,0.8190625
,,,,,,9.84,326.1979,0.8199,,,,,,,9.84,315.8124,0.8199125
,,,,,,9.85,326.2806,0.8207125,,,,,,,9.85,315.8379,0.8207625
,,,,,,9.86,326.3315,0.8215375,,,,,,,9.86,315.8824,0.8216
,,,,,,9.87,326.3664,0.8223625,,,,,,,9.87,315.9396,0.822425
,,,,,,9.88,326.4046,0.8232,,,,,,,9.88,316,0.82325
,,,,,,9.89,326.465,0.8240375,,,,,,,9.89,316.0604,0.8240625
,,,,,,9.9,326.5381,0.8248875,,,,,,,9.9,316.1303,0.8249
,,,,,,9.91,326.6017,0.8257375,,,,,,,9.91,316.1875,0.825725
,,,,,,9.92,326.6525,0.8265625,,,,,,,9.92,316.2225,0.8265625
,,,,,,9.93,326.6875,0.8273875,,,,,,,9.93,316.2416,0.8273875
,,,,,,9.94,326.7225,0.8282125,,,,,,,9.94,316.2766,0.8282375
,,,,,,9.95,326.7606,0.82905,,,,,,,9.95,316.3115,0.8290625
,,,,,,9.96,326.8083,0.8298874,,,,,,,9.96,316.3528,0.8299
,,,,,,9.97,326.8719,0.830725,,,,,,,9.97,316.4037,0.830725
,,,,,,9.98,326.9418,0.831575,,,,,,,9.98,316.4641,0.83155
,,,,,,9.99,327.0276,0.8324125,,,,,,,9.99,316.515,0.832375
,,,,,,10,327.1135,0.83325,,,,,,,10,316.5499,0.8332
,,,,,,10.01,327.1834,0.8340875,,,,,,,10.01,316.5817,0.834025
,,,,,,10.02,327.2279,0.834925,,,,,,,10.02,316.6104,0.8348625
,,,,,,10.03,327.2597,0.8357375,,,,,,,10.03,316.6453,0.8357125
,,,,,,10.04,327.2947,0.8365625,,,,,,,10.04,316.6898,0.8365625
,,,,,,10.05,327.3392,0.8373875,,,,,,,10.05,316.7375,0.8374125
,,,,,,10.06,327.3741,0.8382125,,,,,,,10.06,316.7884,0.83825
,,,,,,10.07,327.3996,0.8390375,,,,,,,10.07,316.8424,0.839075
,,,,,,10.08,327.4409,0.8398875,,,,,,,10.08,316.9123,0.8399
,,,,,,10.09,327.5077,0.8407375,,,,,,,10.09,316.9695,0.840725
,,,,,,10.1,327.584,0.8415875,,,,,,,10.1,317.0045,0.841575
,,,,,,10.11,327.6475,0.8424125,,,,,,,10.11,317.0458,0.8424125
,,,,,,10.12,327.7079,0.8432375,,,,,,,10.12,317.084,0.8432375
,,,,,,10.13,327.7556,0.8440625,,,,,,,10.13,317.1158,0.844075
,,,,,,10.14,327.7938,0.844875,,,,,,,10.14,317.1317,0.8449125
,,,,,,10.15,327.8256,0.8457125,,,,,,,10.15,317.1571,0.84575
,,,,,,10.16,327.8351,0.84655,,,,,,,10.16,317.2016,0.846575
,,,,,,10.17,327.851,0.8473875,,,,,,,10.17,317.262,0.8474
,,,,,,10.18,327.8955,0.8482125,,,,,,,10.18,317.3192,0.848225
,,,,,,10.19,327.9622,0.84905,,,,,,,10.19,317.3478,0.84905
,,,,,,10.2,328.0163,0.8498875,,,,,,,10.2,317.3733,0.849875
,,,,,,10.21,328.0576,0.850725,,,,,,,10.21,317.4051,0.8507
,,,,,,10.22,328.1085,0.85155,,,,,,,10.22,317.44,0.8515125
,,,,,,10.23,328.1752,0.852375,,,,,,,10.23,317.4782,0.8523625
,,,,,,10.24,328.2388,0.8532125,,,,,,,10.24,317.5036,0.8532
,,,,,,10.25,328.296,0.8540375,,,,,,,10.25,317.5291,0.85405
,,,,,,10.26,328.366,0.8548625,,,,,,,10.26,317.564,0.8548875
,,,,,,10.27,328.4454,0.8557,,,,,,,10.27,317.6149,0.855725
,,,,,,10.28,328.5058,0.8565375,,,,,,,10.28,317.6753,0.8565625
,,,,,,10.29,328.5376,0.8573875,,,,,,,10.29,317.7325,0.857375
,,,,,,10.3,328.563,0.8582375,,,,,,,10.3,317.7865,0.858225
,,,,,,10.31,328.6139,0.859075,,,,,,,10.31,317.8342,0.8590625
,,,,,,10.32,328.668,0.8599125,,,,,,,10.32,317.8692,0.8599
,,,,,,10.33,328.7156,0.8607375,,,,,,,10.33,317.9041,0.8607375
,,,,,,10.34,328.7443,0.8615625,,,,,,,10.34,317.9296,0.861575
,,,,,,10.35,328.7951,0.8624,,,,,,,10.35,317.9455,0.862425
,,,,,,10.36,328.8619,0.863225,,,,,,,10.36,317.9645,0.86325
,,,,,,10.37,328.9223,0.86405,,,,,,,10.37,318.0186,0.8640875
,,,,,,10.38,328.9668,0.8648875,,,,,,,10.38,318.1044,0.8649125
,,,,,,10.39,328.9986,0.865725,,,,,,,10.39,318.1871,0.865725
,,,,,,10.4,329.0335,0.8665625,,,,,,,10.4,318.2411,0.86655
,,,,,,10.41,329.0717,0.8674,,,,,,,10.41,318.2824,0.867375
,,,,,,10.42,329.1035,0.8682375,,,,,,,10.42,318.3015,0.8682
,,,,,,10.43,329.1384,0.86905,,,,,,,10.43,318.3142,0.8690374
,,,,,,10.44,329.1956,0.869875,,,,,,,10.44,318.3079,0.8699
,,,,,,10.45,329.256,0.8707125,,,,,,,10.45,318.3174,0.8707375
,,,,,,10.46,329.2942,0.871525,,,,,,,10.46,318.3587,0.871575
,,,,,,10.47,329.326,0.8723625,,,,,,,10.47,318.4128,0.8724
,,,,,,10.48,329.361,0.8732,,,,,,,10.48,318.4637,0.873225
,,,,,,10.49,329.4118,0.8740625,,,,,,,10.49,318.5113,0.8740375
,,,,,,10.5,329.4881,0.8749,,,,,,,10.5,318.5717,0.8748875
,,,,,,10.51,329.5676,0.8757375,,,,,,,10.51,318.6417,0.875725
,,,,,,10.52,329.6375,0.876575,,,,,,,10.52,318.683,0.8765625
,,,,,,10.53,329.6789,0.8774125,,,,,,,10.53,318.6957,0.8774
,,,,,,10.54,329.6979,0.878225,,,,,,,10.54,318.7084,0.8782375
,,,,,,10.55,329.7202,0.87905,,,,,,,10.55,318.7211,0.879075
,,,,,,10.56,329.7456,0.8799,,,,,,,10.56,318.7529,0.8799
,,,,,,10.57,329.7711,0.8807375,,,,,,,10.57,318.807,0.8807375
,,,,,,10.58,329.806,0.881575,,,,,,,10.58,318.8674,0.8815625
,,,,,,10.59,329.8664,0.8824125,,,,,,,10.59,318.9055,0.882375
,,,,,,10.6,329.9459,0.8832625,,,,,,,10.6,318.9341,0.8832125
,,,,,,10.61,330.019,0.8840875,,,,,,,10.61,318.9691,0.8840375
,,,,,,10.62,330.0826,0.8849125,,,,,,,10.62,319.0041,0.884875
,,,,,,10.63,330.143,0.8857375,,,,,,,10.63,319.0359,0.8857125
,,,,,,10.64,330.2034,0.8865625,,,,,,,10.64,319.0613,0.8865499
,,,,,,10.65,330.2701,0.887375,,,,,,,10.65,319.0994,0.8873875
,,,,,,10.66,330.3242,0.8882125,,,,,,,10.66,319.1503,0.8882375
,,,,,,10.67,330.3464,0.8890375,,,,,,,10.67,319.2075,0.8890625
,,,,,,10.68,330.3401,0.8898875,,,,,,,10.68,319.2488,0.8898875
,,,,,,10.69,330.3305,0.890725,,,,,,,10.69,319.2774,0.8907125
,,,,,,10.7,330.3496,0.891575,,,,,,,10.7,319.3092,0.89155
,,,,,,10.71,330.4068,0.8924125,,,,,,,10.71,319.3601,0.892375
,,,,,,10.72,330.4863,0.8932375,,,,,,,10.72,319.4046,0.8932125
,,,,,,10.73,330.5626,0.8940625,,,,,,,10.73,319.4555,0.89405
,,,,,,10.74,330.623,0.8948875,,,,,,,10.74,319.519,0.8948875
,,,,,,10.75,330.6643,0.895725,,,,,,,10.75,319.5858,0.895725
,,,,,,10.76,330.6993,0.8965625,,,,,,,10.76,319.6303,0.8965625
,,,,,,10.77,330.7406,0.8974,,,,,,,10.77,319.6716,0.8974
,,,,,,10.78,330.7915,0.8982375,,,,,,,10.78,319.7066,0.8982249
,,,,,,10.79,330.8296,0.899075,,,,,,,10.79,319.732,0.89905
,,,,,,10.8,330.8614,0.8999125,,,,,,,10.8,319.7479,0.899875
,,,,,,10.81,330.8964,0.9007375,,,,,,,10.81,319.7829,0.9007
,,,,,,10.82,330.9313,0.9015625,,,,,,,10.82,319.8337,0.9015375
,,,,,,10.83,330.9759,0.9024,,,,,,,10.83,319.8687,0.902375
,,,,,,10.84,331.0235,0.903225,,,,,,,10.84,319.8942,0.903225
,,,,,,10.85,331.0839,0.90405,,,,,,,10.85,319.9196,0.904075
,,,,,,10.86,331.138,0.9048625,,,,,,,10.86,319.9641,0.9049125
,,,,,,10.87,331.1698,0.9057,,,,,,,10.87,320.015,0.9057375
,,,,,,10.88,331.1793,0.9065375,,,,,,,10.88,320.0594,0.9065624
,,,,,,10.89,331.1857,0.9073875,,,,,,,10.89,320.1008,0.9073875
,,,,,,10.9,331.2047,0.908225,,,,,,,10.9,320.1326,0.908225
,,,,,,10.91,331.2556,0.909075,,,,,,,10.91,320.1612,0.9090625
,,,,,,10.92,331.3255,0.9099,,,,,,,10.92,320.1962,0.9099
,,,,,,10.93,331.4082,0.910725,,,,,,,10.93,320.2216,0.91075
,,,,,,10.94,331.4718,0.91155,,,,,,,10.94,320.2534,0.9115875
,,,,,,10.95,331.5226,0.9123875,,,,,,,10.95,320.3042,0.9124125
,,,,,,10.96,331.5481,0.913225,,,,,,,10.96,320.3646,0.91325
,,,,,,10.97,331.564,0.9140625,,,,,,,10.97,320.425,0.914075
,,,,,,10.98,331.5926,0.9149,,,,,,,10.98,320.4695,0.9149
,,,,,,10.99,331.653,0.91575,,,,,,,10.99,320.5045,0.915725
,,,,,,11,331.7292,0.9165875,,,,,,,11,320.5299,0.9165375
,,,,,,11.01,331.796,0.917425,,,,,,,11.01,320.5458,0.917375
,,,,,,11.02,331.8659,0.91825,,,,,,,11.02,320.5649,0.9182125
,,,,,,11.03,331.9263,0.919075,,,,,,,11.03,320.5808,0.919075
,,,,,,11.04,331.974,0.9199,,,,,,,11.04,320.5872,0.9199125
,,,,,,11.05,332.009,0.9207125,,,,,,,11.05,320.6062,0.92075
,,,,,,11.06,332.044,0.9215375,,,,,,,11.06,320.6571,0.9215875
,,,,,,11.07,332.0726,0.9223625,,,,,,,11.07,320.7334,0.9224125
,,,,,,11.08,332.0885,0.9232125,,,,,,,11.08,320.7938,0.92325
,,,,,,11.09,332.098,0.9240625,,,,,,,11.09,320.8288,0.9240625
,,,,,,11.1,332.1298,0.9249,,,,,,,11.1,320.8637,0.9249125
,,,,,,11.11,332.1902,0.9257375,,,,,,,11.11,320.8892,0.9257375
,,,,,,11.12,332.2665,0.9265625,,,,,,,11.12,320.9051,0.9265625
,,,,,,11.13,332.311,0.9273875,,,,,,,11.13,320.9146,0.9274
,,,,,,11.14,332.3269,0.9282125,,,,,,,11.14,320.9464,0.9282375
,,,,,,11.15,332.3364,0.92905,,,,,,,11.15,320.9845,0.9290625
,,,,,,11.16,332.3618,0.9298875,,,,,,,11.16,321.0258,0.9299
,,,,,,11.17,332.3968,0.930725,,,,,,,11.17,321.0449,0.9307125
,,,,,,11.18,332.454,0.9315625,,,,,,,11.18,321.0672,0.93155
,,,,,,11.19,332.5272,0.9323875,,,,,,,11.19,321.0958,0.932375
,,,,,,11.2,332.6003,0.9332375,,,,,,,11.2,321.1403,0.9332
,,,,,,11.21,332.6543,0.9340625,,,,,,,11.21,321.1975,0.934025
,,,,,,11.22,332.6893,0.9349,,,,,,,11.22,321.2516,0.93485
,,,,,,11.23,332.7052,0.935725,,,,,,,11.23,321.2897,0.9357
,,,,,,11.24,332.7306,0.9365625,,,,,,,11.24,321.3024,0.9365375
,,,,,,11.25,332.7656,0.9373875,,,,,,,11.25,321.3247,0.9373875
,,,,,,11.26,332.8228,0.9382125,,,,,,,11.26,321.3596,0.938225
,,,,,,11.27,332.8832,0.9390375,,,,,,,11.27,321.4105,0.9390625
